id;descricao;quem_id;talentoclasse_id;regiao_id;experiencia
539;"Kombucha produzida para consumo.
Urucum in natura
Abacate in natura
Limões sicilianos in natura";169;4;34;"Produzo kombucha para consumo. Com base no pesquisas e muito estudo e prática. Tenho a scoby canadense, sem mutações é repleta de probióticos!
Temos sítio e producao em casa de frutíferas."
540;Produção de molhos e caldos;3625;4;7;Confecção para uso próprio e para amigos.
541;Papelaria personalizada.;3625;10;7;Produção de festas, mimos e lembrancinhas.
542;"Fitoterapia 
Massoterapia 
Terapia dos Cristais
Reiki Master";3355;28;30;Cursos e palestras,  na área de terapias holísticas, especialista em massagens e quiropraxia, preparo de fitoterápicos e aromatizadores de ambientes. Aplico Reiki.
543;"Fitoterapia 
Massoterapia 
Terapia dos Cristais
Reiki Master
Naturoterapeuta
Barras de acess
Auriculoterapia";3355;28;30;Cursos e palestras,  na área de terapias holísticas, especialista em massagens e quiropraxia, preparo de fitoterápicos e aromatizadores de ambientes. Aplico Reiki. Atendo barras de acess e auriculoterapia.
544;Atualmente estou oferecendo aulas no projeto Banco de Idiomas no AMAREIAS;2212;14;30;Sou Professora de teatro, formada no curso de Artes Cênicas da UFSC.
545;Faço granolas, pães, bolos, doces de festas, palha italiana, tortas, trufas e doces com chocolate.;2212;4;30;Já comercializei meus alimentos através de vendas ambulantes e também por internet.
546;Faço doces caseiros,bolos  e tortas de legumes etc.....;4026;4;22;Amo fazer esses kitutes, porem não consigo sobreviver disso .Acredito que com o BTF posso divulgar meus produtos e futuramente trabalhar 100%  com eles
547;Ajuda com reparos elétricos, manutenção de jardins, Montagem de composteiras e hortas (Mandala, vertical, Hidroponia);4099;7;28;Experiencia de 10 anos com plantas Bioativas, construção de Hortas.
548;Mudas de Plantas BIO ATIVAS / ora pronobis, Moringa, Açai;4099;4;28;Mudas de Plantas BIO ATIVAS / ora pronobis, Moringa, Açai
549;"- Design de sobrancelha. 
- Depilaçao egipsia  de buso.";2;25;22;Formada na área, autónoma.
550;"Terapia artistica.
Trabalho biográfico individual e em grupo.";207;30;28;"Atendo desde 2009 com terapia artistica.
Com biografico desde 2017"
551;Personalização de paredes, através do grafite, lambe lambe, reprodução de desenhos e paisagens, alfabetos, texturas undergrounds.... Decoração artística interna, arabescos, desenhos em pranchas...;3364;20;28;Experiência adquirida atraves da prática na rua e ensinamentos com pessoas da área
552;Hidratação, escova, corte Botox;4026;26;22;Faço curso de cabeleireira e  quero me aperfeiçoar mais .Acredito que BTF   pode contribuir para meu desenvolvimento .
553;Revisão textual e formatação segundo as normas da ABNT, da UFSC, da APA etc.;2208;41;37;Trabalho há quase 20 anos.
554;Aulas de português para vestibular e outros tipos de concurso por skype.;2208;9;37;Trabalho há quase 20 anos.
555;Faço docinhos, chocolates caseiros, pastas (patês) veganas, empadão etc.;2208;4;37;Desde sempre.
556;Cozinho comidas veganas, doces e salgados. Ex.: lasanha, leites vegetais, sopas, arroz, feijão, macarrão, hambúrguers, saladas, sucos, etc.;2;4;34;Vegetariana há 10 anos e vegana há 5, desde então me embrenho na culinária vegana. Trabalho num café vegano atualmente e já trabalhei em restaurante natural.
557;"Mapa Astral, Revolução Solar
Constelação Familiar Individuais (através de bonecos)
Scalar Heart Connection";582;30;26;"Astróloga profissional há 25 anos, professora de astrologia há 20 anos; Consteladora Familiar há 6 anos, facilitadora de SHC há 2 anos. Formação acadêmica em Ciências Sociais, com especialização em sociologia"
558;Produção de Pasta de Amendoim - Molho de tomate - Pão Integral - Caponata de beringelas;4096;4;28;Já ofereço há algum tempo pelo Btf, recebo pedidos e encomendas pelo banco do tempo destes produtos.
559;Poda de árvore em difícil acesso - utilizo a técnica do alpinismo industrial para a realização da poda de árvore em difícil acesso. Manualmente (facão e machado) ou com motosserra.;4096;40;28;experiência de mais de 3 anos com o trabalho de alpinismo industrial e predial.
560;"Doces veganos:
Ofereço doces veganos sob encomenda em pequenas quantidades.
Em grandes quantidades, os insumos ficam por conta de quem está encomendando.";3008;4;34;Trabalho com comida vegana há 8 anos, ninha confeitaria vegana foi fundada em 2011 em São Paulo. Em 2017 trouxe meus doces, bolos, gatos e vida para floripa!!
561;Sou artista da área visual, ofereço oficinas de velas, pintura aquarela, acrílica, óleo, e encaustica, trabalhos em crochê, trico bordado, costuras.;2171;20;34;Em todas as coisas ditadas  como talento garanto experiencia de 45 na área.
562;"Psicóloga/Psicanalista.
Sou formada há mais de trinta anos, e nesta etapa profissional decidi abrir atendimento no bairro em que moro no Sul da Ilha atendendo a membros do BTF que queiram começar um processo de análise , ou bem queiram retomar. Também as portas estão abertas para profissionais que se estejam iniciando e precisem cursos de formação e supervisão , ou queira retomar a experiência de análise pois o trabalho clínico é solitários , além demais se abre para estes profissionais em formação a possibilidade de clinicar socialmente em espaço comunitário sob minha supervisão.  Dra. Marta Inés Arabia CRP 1201101";3259;29;32;"Dra. Marta Inés Arabia CRP 1201101 experiência na área de Psicologia, com ênfase em Psicologia clínica/Psicanálise. Foi professora nas disciplinas de formação clínica na UNIVALI, UNISUL e UNIDAVI , e supervisora estágio.
.Exerce como psicanalista clínica desde o ao 1989 até a atualidade. Possui Pós-doutorado pela Universidade Federal de Santa Catarina(UFSC) Graduada em Psicologia - Universidad Argentina John F Kennedy (1987), Pós-graduação me psicanálise pela Universidade Tuiuti do Paraná , mestrado em Lingüística/Psicanálise pela Universidade Federal de Santa Catarina (2000) e Doutorado em Programa de Pós-graduação da UFSC  com ênfase em psicanálise. Trabalhou como psicóloga do APASC (grupo de Parkinson).Foi membro discente do colegiado de Literatura UFSC e Membro do Comitê editorial e do consultivo da UFSC. Atualmente clinica em Florianópolis e em Araranguá onde está a cargo do seminário de formação de analistas em intenção. Trilha Freudiana ."
563;Assessoria amadora em em trico crochê bordado costura (reformas, concertos, customização,  criação de figurino);2171;21;26;Lido com tecidos desde meus 7 anos, tem haver com meus estudos de artes visuais.
564;Atuo como advogado, na ajuda de resolução de conflitos, e no auxílio para dúvidas e questões jurídicas. Embora seja meu trabalho formal, estou aberto para uma consulta informal, tomar um café e até aconselhar para questões jurídicas mas também para conflitos pessoais. Tenho uma escuta boa, experiência e um relativo bom senso para lidar com essas questões.;2873;40;34;Sou formado em direito e atuo na área desde 2015. Tenho experiência com atendimentos de conflitos famíliares, questões contratuais, responsabilidade civil, questões de direito do trabalho, entre outras.
565;Massagem relaxante terças e quintas de manhã no bairro Agronômica. Massagem Tântrica (com entrevista prévia)para entendimento do Método e  dos objetivos a serem alcançados.;1689;30;2;Experiência de dez anos em aplicação de massagem relaxante intuitiva e de quatro anos em diversos tipos de massagens tântricas e de terapias de auto conhecimento.
567;Reiki;1762;28;28;"20 anos de experiencia em Medicina Tradicional Chinesa MTC ""Acupuntura"" e Reiki"
568;Design;1546;38;56;Sou designer gráfica, com experiência a mais de 10 anos.
569;Doula;1546;40;55;Acompanho parto domiciliares e hospitalares desde o pré-natal até o pós-parto.
570;Assessoria com carregadores de pano (slings);1546;40;56;Formada pela Bebê no Pano, faço assessoria particular e/ou grupos para ensinar, informar, ajudar e apoiar o carregar ergonômico desde o nascimento.
571;Corto cabelos, hidrato , escovo e   faço desingn de sobrancelhas;233;26;31;Tenho 16 anos de profissão como cabeleireira
572;"Saboaria medicinal
Geoterapia (argila medicinal)
Óleos médicados
Tinturas fitoterápicas
Amuletos (da sorte, proteção...)
Conversas Hipnóticas";2057;30;26;"Trabalho a 3 anos com cosmetologia natural, Alquimia e conversas hipnóticas...  Para a confecção dos produtos naturais, faço uma conversa e pego os dados da pessoa (o que ela considerar importante me informar), e elaboro uma oração.
Trabalho com medicina da terra...
Uso os 4 elementos para os efeitos terapêuticos... Como exemplo Geoterapia (terra), respiração (ar), chás e tinturas 
e o banho c o sabonete (água) e assim por diante.
Tudo com bastante esoterismo e troca de conhecimentos entre as conversas."
573;Aromaterapia. Atendimento a combinar.;507;28;38;Formação em Psicologia, Psicologia Corporal, Biodanza, Terapia Tântrica, Aromaterapia, Reiki... Trabalho como psicóloga num CRAS e atendi alguns anos no HU/UFSC. Em relação a aromaterapia tenho usado para o autocuidado e o cuidado de familiares, amigos-amores, amigos de amigos, colegas de trabalho... e porque não de pessoas chegadas pela Banco do Tempo Florianópolis?
574;"Consulta mediúnica multidimensional.
Tratamentos para:
Limpezas, reprogramações, liberaçôes, benzimentos, firmamentos, harmonização, energização, leitura akáshica.";3666;31;28;"Médium.
Cartomante há 20 anos.
Master em leitura dos registros akáshicos.
Tethahealer.
Master em reiki xamâmico.
Facilitadora de barras de access."
575;"Preparação de refeições veganas em domicílio e eventos; produtos veganos, sem glúten, sem lactose; aulas particulares e cursos.";3210;4;55;Sócia proprietária da empresa Mai Veggie por 2 anos (venda de congelados, doces e salgados veganos e sem glúten). Personal Chef Vegana há 2 anos e Personal Cook há 1 ano. Já ministrei oficinas de culinária em Florianópolis. Participei do Curso Chef Ecológico organizado pelo Daniel Francisco de Assis do Instituto Comida Ecológica. E participei também como palestrante do CONUTVEG, o maior congresso de vegetarianismo online do Brasil.
576;Ceviche é culinária peruana baseado em peixe cru marinado em suco de lima.;3860;3;26;"Produção de ceviche a domicilio
Encomenda e entrega do pedido"
577;Faxina;3860;6;26;Faxina em pousadas, casas, empresas.
578;Recepção, organização e decoração de festas e eventos;3860;10;26;"Já atuei como recepcionista em diversas áreas. 
Trabalhei também na organização de eventos e também no processo decorativo."
579;"Quando desenho uma mandala meu foco é totalmente voltado para o processo e criação e esse é um momento de alta concentração de energia, capaz de levar a um estagio de meditação. Só de olhar uma mandala por alguns minutos, você pode meditar.  
 Enquanto desenho a mandala, deposito toda minha energia positiva e assim talvez causar um bem estar na pessoa que olhar.";3860;20;26;telas, mdf, qualquer coisa que possa virar arte.
580;"Almofadas simples e com aplicaçoes, fronhas e pequenas costuras.
Molhos diversos
Jardis de suculentas";3419;22;34;Em casa e para amigos
581;"Tatuagens pequenas estilo aquarela e linhas finas.

Pintura de barriga de gestante.";342;23;42;Esse é meu trabalho, então minha experiência é tatuar diariamente.
582;Pintura de Mandalas, Mandalas de tecido.;342;20;42;Faço vivências de mandalas terapêuticas, pois sou terapeuta holística e artista. Já fiz vivências de grupo sobre temas específicos. É muito legal.
583;Ilustrações com aquarela;342;20;42;Faço vídeocontos com desenhos em aquarela. Tenho experiência com crianças dando aula de artes, como auxiliar na educação infantil. Fiz metade do curso de pedagogia e estudo o desenvolvimento humano. Já trabalhei com recreação infantil também. Então áreas infantis eu tenho certa experiência.
584;Orientação Jurídica. Atendimento online.;3494;40;31;Advogada com 04 anos de atuação e especialização em direito do trabalho e previdenciário.
585;Atendimento com terapia Reiki presencial ou a distância.;8;28;26;Participo do projeto Reikianos BTF onde oferecemos Reiki para a comunidade do Campeche toda semana na ASAC
586;Trabalho a 11anos com consultoria financeira. Tenho grande entendimento   na área de organização e principalmente reorganização financeira.;516;39;3;Trabalho desde 2007 em uma empresa nesta área. E sou estudante de Economia.
587;Tenho carro. Quando necessário, posso disponibilizar carona.;516;5;3;Tenho carro(pequeno - Fiesta), quando necessário posso disponibilizar carona.
588;"Relações Públicas e Yoga

Te ajudo a definir a missão, visão e valores da sua organização com base na ética do yoga.
Te ajudo a analisar seus relacionamentos e atividades e verificar a coerência e novos caminhos possíveis. 
Te ajudo a criar projetos com base na cooperação e na parceria.
Facilito encontros temáticos (qualquer tema da sociedade ou do indivíduo - basta definir o público) com base no Yoga e na pedagogia da cooperação.";3207;39;34;Já realizei trabalhos com algumas organizações: startups, centro de saúde, comércio de orgânicos, centro cultural, profissional autônomo.
589;Quibe de forno vegano;3207;4;34;Já vendi esse quibe na rua e na faculdade.
590;Instrutora de Yoga;3207;28;34;Dou aula desde 2012, no início Karma Yoga (aula gratuita) e depois profissionalmente.
